EVTDESC3402;And with this years budget, our payments to the unemployment programs will, again, exceed budget by several percentages. And this is what this is really all about, gentlemen, percentages. Those critical percentages that stand between us and bankruptcy.'\n\nOur unemployment programs are starting to run at a heavier loss than expected, and some taxpayers are becoming extremely concerned with these runaway strains on the budget. A committee acting out of one of our states has formed a coalition for the revocation of unemployment benefits, and are making national headlines with their efforts.;x
DECREASEOPINION_WE_ACCEPT_6;*;x
EVTDESC91880;The victorious Allies have enforced their demands on the vanquished nations of the Central Powers. Austria-Hungary is to be dismantled along ethnic lines, Bulgaria cedes its territories in Macedonia, and the Ottoman Empire is no more. Germany surrenders East Prussia to Russia, Alsace-Lorraine to France, and its colonial Empire to Britain.;x
LUN_reactionary;Empire Faction;x
general_mobilization;General Mobilization;x
CB_ALLOWED_CONCESSION;Concede Defeat;x
EVTOPTA36209;A Sell!;x
ECONOMICREFORM_BAD_3;$CATEGORY$;x
POP_DAILY_INTEREST;Savings Interest: §Y$VAL$§W¤;x
EVTOPTB16400;Now is not the time;x
EVTOPTA37217;J'accuse!;x
OTHERDEFECT_BTN3;GOTO;x
EVTDESC36903;On February 10th 1840, Queen Victoria married her cousin, Prince Albert of Sachsen-Coburg-Gotha. Unlike many other marriages of the time, this one was based primarily on sympathy, not dynastic calculations.;x
SIB_absolute_monarchy;Siberia;x
BP_TOOLTIP_TOOL_ICON;Choose icon type, and draw it on the map with §YLMB§!.\nHold §YShift§! + §YMouse Wheel§! to rotate an icon.;x
EVTNAME37204;Napoléon I returns;x
gtfo_D01_desc;We've had a good run, but it's time to end our rulership of D01: if you love something, let it go!;x
lend_egypt_title;Lend to Egypt;x
EVTDESC15140;A committee of $PROVINCECULTURE$ businessmen and traders from $PROVINCENAME$ have approached the government in $CAPITAL$, wishing to lodge a formal complaint with the open discrimination they face in competition for government contracts. Our government currently pursues a favorization policy -- preferring $COUNTRY_ADJ$ contractors wherever possible -- and this is causing discontent in the $PROVINCECULTURE$ provinces. The committee represents equally the interests of the artisan and capitalist classes of the province, and we could try to sow discontent among them.;x
EVTOPTA13140;Blast!;x
little_prussia_desc;Bulgaria was almost constantly at war throughout its existence, lending to its nickname as "the Balkan Prussia". For several years Bulgaria mobilised an army of more than 1 million people from its population of about 5 million, and in the 1910s, it engaged in three wars – the First and Second Balkan Wars, and the First World War.;x
gtfo_D13_title;Grant Dynamic Country 13 Independence;x
gtfo_BUN_desc;We've had a good run, but it's time to end our rulership of Bundelkhand: if you love something, let it go!;x
exile_house_of_rashid_title;Banish the House of Rashid;x
UYG_prussian_constitutionalism_ADJ;Kashgarian;x
OUR_CB_DETECTED_BTN2;OK;x
EVTNAME90907;The Beiyang Government;x
gtfo_GXI_title;Grant Guangxi Independence;x
gtfo_CAM_desc;We've had a good run, but it's time to end our rulership of Cambodia: if you love something, let it go!;x
CRS_conservative;Fazzione Cunservatore;x
gtfo_CRI_desc;We've had a good run, but it's time to end our rulership of Crimea: if you love something, let it go!;x
NATIONALISM_LOWER_THAN;Nationalism lower than ;x
french_claimed_the_rhine;French Claims on the Rhine;x
EVTDESC4303;A discussion is being held in one of our state assemblies on the issue of our wealth based voting system. Opponents argue that the present system is set by design to permanently and lastingly disenfranchise broad stratas of the population. We have the options of leaving the discussion, and hoping that it stays on a local level, or intervening to defend the present system, and raise the discussion to a national level.;x
EVTNAME44622;Victory in Río de la Plata!;x
gtfo_ENL_title;Grant England Independence;x
EVTOPTA17600;An interesting development that we will make sure to keep an eye on.;x
CEASECOLONIZATION_OTHER_ACCEPT_6;*;x
EVTOPTA31212;Worrying news.;x
EVTDESC90102;The People long for the right to Public Meetings, and as our neighbours adopt this reform it makes their longing all the stronger. ;x
annex_egypt_title;Annex Egypt;x
gtfo_MAL_desc;We've had a good run, but it's time to end our rulership of Tidore: if you love something, let it go!;x
CEASECOLONIZATION_THEY_DECLINE_BTN1;OK;x
circassian;Circassian;x
RYU_socialist;Social-Democratic Pary;x
diplomatic_isolation;Diplomatic Isolation;x
WARSUBSIDIES_INCOME;War subsidies: §G$VAL$§W;x
ATWARWITH;At war with $LIST$.;x
ATTACKUSREBEL_1;Our forces are under attack!;x
PV_RAILROAD;Railroad;x
EVTNAME14010;The Future of the Economy;x
blanco_rebels_army;Blanco Rebels;x
SUA_conservative;Royal Faction;x
EVTOPTB17650;I believe we will see it primarily read by the middle class;x
control_4_desc;Obsolescence is the state of being which occurs when an object, service, or practice is no longer wanted even though it may still be in good working order. It occurs that Steam Turbines have become rather obsolete and lost some of their advantages.;x
UNM_absolute_monarchy_ADJ;New Mexican;x
partisan_rebels;Partisans;x
KAM;Kamchatka;x
gtfo_PER_title;Grant Persia Independence;x
FOCUS_NO_POINTS;Not enough free national focus points.;x
gtfo_MOR_desc;We've had a good run, but it's time to end our rulership of Morocco: if you love something, let it go!;x
gtfo_D13_desc;We've had a good run, but it's time to end our rulership of D13: if you love something, let it go!;x
EVTOPTA45101;Vive l'Empereur Faustin!;x
ADDTOSPHERE_WE_ACCEPT_5;*;x
EVTOPTA3800;Build local support for reform.;x
INCREASEOPINION_THEY_ACCEPT_SETUP;When we increase the opinion of us in a nation;x
gtfo_SAT_title;Grant Kyushu Independence;x
REMOVE_anarchist_exclusion;Anarchist Exclusion Act;x
CALLALLY_WE_DECLINE_5;*;x
EVTOPTB3755;This was an unprovoked attack;x
industrial_construction_l;Industrial Construction;x
city_population;City Population;x
OTHERS_CB_DETECTED_5;$COUNTRY$;x
EVTNAME14120_sub;Religious policy debated in local election;x
EVTOPTA31311;The Sonderbund is unconstitutional!;x
EVTOPTA2120;Try to assure them that all is well;x
CHP_anarcho_liberal;Partido Anarchista;x
gtfo_UNY_desc;We've had a good run, but it's time to end our rulership of New York: if you love something, let it go!;x
DMW_ADJ;Adamawan;x
SLE_fascist;Dawoh;x
NORMAL_WAR_TAKE_CORE_NAME_USA_MEX_USA;$ORDER$Mexican-American War;x
revoke_the_homestead_act_title;Revoke Homestead Act;x
form_romania_desc;Unite the old kingdoms of Wallachia and Moldavia under the new Romanian flag.;x
cut_down_to_size_desc;Force another §Ycountry§W to disarm and pay reparations to us;x
ZAM_ADJ;Zambian;x
EVTNAME33300;Fire!;x
EVTOPTA36623;Regrettable;x
nationalize_desc;No more will the foreign dogs grow fat off of the sweat of our people! The time has come to seize all assets owned by outsiders, to be cared for by the state.;x
EVTOPTA1216;Good;x
SHIPSUNK_1;Ship Lost!;x
SNZ_fascist_dictatorship_ADJ;Zealandian;x
EVTNAME44650;Panamanian Independence;x
breech_loaded_rifle_armament_desc;A breech-loading weapon is a firearm in which the cartridge or shell is inserted or loaded into a chamber integral to the rear portion of a barrel. Although breech-loading weapons were developed as far back as the late 14th century, breech-loading became more successful with improvements in precision engineering and machining in the 19th century.;x
URA_anarcho_liberal;Radicals;x
UNITARRIVED_LOG;$NAME$ arrived in $PROV$;x
rundi;Rundi;x
annex_easter_island_title;Annex Easter Island;x
MODIFIER_BOOST_STRONGEST_PARTY;Strength of Strongest Party;x
acquire_state_desc;Acquire an enemy §Ystate§W with between 150K and 4M population;x
EVTDESC44313;The crown has vetoed the sale of Rupert's Land.;x
gtfo_BYZ_title;Grant Byzantine Empire Independence;x
EVTNAME60160;Change of Government;x
EVTNAME91880;Allied Victory!;x
URA_conservative;Slavophile;x
EVTOPTA16440;They will submit, sooner or later.;x
OUR_RULER;Our Ruler;x
GNE_socialist;Socialist Democracy of Guinea;x
EVTNAMEfunctionalism;Functionalism Tech Flag;x
FRO_reactionary;Hin Frroyski Flokkurin;x
SLS_conservative;Zentrumspartei;x
LUN;Lunda;x
EVTDESC35603;Commodore Perry has returned from his mission to Japan with unfortunate news: they have chosen to defy his ultimatum and thumb their collective noses at our government. Should we back down now, it will be a great blow to our prestige and our influence in the Far East.;x
conquest_of_burma_desc;Local commanders in Burma have suggested military expansion into the Burmese Kingdom.;x
INTERVENTION_THEIR_SIDE_3;has joined our enemies in the;x
no_colonies;Non-Colonial Nation;x
gunboat;Repay Debts;x
miskatonic_university_desc;With its campus located in scenic Arkham, beside the darkly muttering Miskatonic River, in beautiful Essex County, Miskatonic University is one of New England's most renowned institutions of higher learning. Well known for its collection of unique and vast collection of books on the ancient and the occult, Miskatonic University sports, among others, fragments of the fabled Book of Eibon, and an original copy of Friedrich von Junzt's standard work 'Unaussprechlichen Kulten'.;x
EVTOPTB17170;At least we're better than the people over in...;x
embrace_bosniak_minority_title;Embrace the Bosniak minority;x
gtfo_KAG_desc;We've had a good run, but it's time to end our rulership of Ishikawa: if you love something, let it go!;x
CAR_prussian_constitutionalism;Ubangi-Shari;x
gtfo_LUX_desc;We've had a good run, but it's time to end our rulership of Luxemburg: if you love something, let it go!;x
INCREASERELATION_WE_ACCEPT_BTN3;Go to;x
balkan_war_desc;For too long have the Balkans suffered under Turkish rule. It is time we formed a united front and take back our lands!;x
law_of_guarantees_desc;In 1870 'The Law of Guarantees' was a law passed by the newly formed Kingdom of Italy -- aimed at solving the 'Roman Question' -- that accorded the pope privileges similar to that of the King himself, including the right to send and receive ambassadors. Pope Pius IX refused to accept the laws, which were seen by both him and his successors as an infringement of the independence of the Holy See. While the issue was not conclusively solved until the Lateran Treaty of 1929, the Law of Guarantees nevertheless meant that the young Kingdom's capital would from then on be Rome.;x
gtfo_UNC_desc;We've had a good run, but it's time to end our rulership of North Carolinia: if you love something, let it go!;x
SAS_liberal_1;Liberal Party;x
TAS_liberal_1;Liberal Party;x
gtfo_CSA_desc;We've had a good run, but it's time to end our rulership of CSA: if you love something, let it go!;x
education_reform_l;Basic Education;x
EVTOPTA12000;Blame local management;x
gtfo_PRI_title;Grant Puerto Rico Independence;x
LOST_PLR;Lost Player;x
gold_rush_country_desc;Our country is experiencing a gold rush leading people from all over the old world to flock to our country.;x
danmarks_riges_grundlov_desc;Denmark had been an absolute monarchy since 1660 when, on June fifth 1849, King Frederick VII signed the document known as 'Danmarks Riges Grundlov', The Danish Constitution, into law. The signing of a constitution delimiting the monarch's power, a development which Fredericks predecessors had fought hard to avoid, came about during a period of Danish national unity, following the First Schleswig War. The constitution marks Denmark's transition away from absolutism, and to a constitutional monarchy. Let us give our people a constitution!;x
EVTNAME44629;End of the Uruguayan Civil War;x
CRISIS_OFFER_OTHER_ACCEPT_LOG;$RECIPIENT$ joined in the current crisis.;x
EVTOPTA3803;They are right as always.;x
accept_trade_deal_17_title;§YAccept Trade Deal;x
MILACCREQDESC;$COUNTRY$ is requesting Military Access from us. Accepting will allow them to move ships and armies into our territory.;x
INCREASEOPINION_THEY_ACCEPT_HEADER;The Foreign Minister reports;x
CYR_theocracy_ADJ;Senussi;x
australian_federation_title;The Australian Colonies Government Act of $YEAR$;x
WARE_EFFECTS;War Exhaustion has the current effects.;x
EVTDESC1210;By investing more money in crime fighting we have increased our ability to respond to security threats like battling street gangs.;x
ALS_conservative;Zentrumspartei;x
BANKRUPTCY_BTN1;This is not good;x
WETARGET_DECREASEOPINION_6;*;x
POP_DOMINANT_IDEOLOGY_EFFECT;become §Y$PERCENTAGE$§W more §Y$IDEOLOGY$§W.\n;x
ANI_presidential_dictatorship;Antillean Republic;x
support_boxers_desc;The Righteous Society of Harmonious fists has established a presence in a few of the provinces where the Foreigners have made incursions on our great nation. Support the movement, and let us hope that they can end the European influence on China.;x
BP_TOOL_COLOR_BLUE;Blue;x
ATTACKTHEMREBEL_1;We have engaged the Enemy!;x
EVTDESC44615;Our armies are destroyed and our capital has been captured by the Brazilians. What hope do we have left to win this war?;x
ALLIANCE_OTHER_DECLINE_1;§Y$RECIPIENT$§W;x
rally_tribesmen;Rally Tribesmen;x
EVTOPTA37720;We will accept the offer.;x
SUA_anarcho_liberal;Freedom Faction;x
central_bank_established_desc;Our government's central bank maintains a strict monopoly on the issuance of currency.;x
gtfo_HES_title;Grant Hesse-Darmstadt Independence;x
YZW_hms_government_ADJ;Uesugi;x
MESSAGE_HEAD_GOV;The Minister of Security reports;x
desc_free_staters;Free-Staters are active in this province, working to ensure its accession into the Union as a free state.;x
EVTNAME36984;Britain Agrees;x
harsh_climate_large_mine;Large Ore Deposits;x
EVTNAME14660;Heia Safari!;x
ASKMILITARYACCESS_THEY_DECLINE_HEADER;The Foreign Minister reports;x
gtfo_ABU_title;Grant Trucial States Independence;x
no_trade_policy_set_desc;Our government doesn't have a set trade policy and prefers to make snap decisions on tariffs.;x
PV_EXTERNAL_EMIGRATION;External Emigration: ;x
silver_age_desc;Our most excellent leader will take us through a time of trouble to a better tomorrow.;x
no_monetary_reform_desc;Each province has its own currencies.;x
army_base_short;(A);x
save_the_nation1_china;Revanchism;x
EVTDESC17620;The fascist party has begun organizing soup kitchens for the unemployed in one of our states, citing the need to 'Protect and preserve the pureborn $COUNTRY_ADJ$ industrial workers from the ravages of international capitalism'. Several other parties, along with leading liberal and conservative dailies, have expressed sharp criticism of the party's work, claiming that it, in the end, amounts to little less than bribery and the buying of voter support. The fascists themselves do not seem overly concerned about these accusations.;x
install_communist_gov_sov_short;Install communism;x
WORLD_WARS_ENABLE_DESC;Great wars can now become World wars;x
imperial_decay1_desc;Our POPs gain +0.005 militancy per month and our tax efficiency is reduced by 1% for each substate we have lost control of. This malus will be removed after westernization.;x
EVTOPTB19022;The province belongs to $FROMCOUNTRY$;x
owed_steamers;Owed Steamers;x
EVTOPTA14070;I see no reason to monopolize it.;x
WES_socialist;Deutscher Arbeiterverein;x
EVTOPTA91002;Got it.;x
EVTNAME15150;Kulturkampf;x
YZW_ADJ;Yonezawan;x
GIVEMILITARYACCESS_OTHER_DECLINE_5;§Y$ACTOR$§W;x
EVTDESC36983;The Emir of Afghanistan has asked us for permission to conquer the Emirate of Herat. It may be in our interest to have Herat under the control of a friendly Afghanistan rather than the Russians or Persians.;x
EVTDESC48300;Our duke was the nearest relative in the succession of the Duchy of Anhalt-Köthen in 1847, and became the successor to Alexander Karl, Duke of Anhalt-Bernburg, who did not have a direct heir. Anhalt was at last united under one duke.;x
INCREASEOPINION_WE_ACCEPT_6;*;x
FSM;Micronesia;x
FE_JOIN_INTERNET_GAME;Join Internet Game;x
CRISIS_OFFER_OTHER_ACCEPT_1;$MONARCHTITLE$;x
EVTDESC38500;The first Omani vessel to sail to the New World, the Sultana arrived in New York in 1840, bringing the personal representative of Sultan Sayyid Said ibn Sultan to trade with America and to meet with the American government.;x
GIVEMILITARYACCESS_THEY_DECLINE_BTN1;OK;x
CHATMESSAGE_BTN1;OK;x
annex_core_country_short;Annex $RECIPIENT$;x
reconquista_pbc_desc;Peru was the site of many futile attempts by Ferdinand VII to reconquer South America. However, this time the rebellious colonies have been soundly defeated. The territories of Peru, Bolivia, and Chile will be incorporated into the new Viceroyalty of Peru.;x
OAX_communist;Communist Party;x
PEACE_WE_DECLINE_2;We have declined the peace offer from;x
EVTDESC11102;All around $COUNTRY$, jubilant crowds, waving the flag of $CULTURE_GROUP_UNION$, take to the streets in celebration, as the government in $CAPITAL$ has proclaimed the unification of all of $CULTURE_GROUP_UNION$ under the $COUNTRY_ADJ$ flag.\n\n'For far too long have we let the machination and conspiracy of foreign powers set the course of our nation's life. Today, and forever -- here, in our ancient homeland -- we form the bonds of a more perfect union. Three Hurrahs for $CULTURE_GROUP_UNION$!'\n\n;x
embrace_mashriqi_minority_title;Embrace the Mashriqi minority;x
WARDIALOG_PRESTIGE;$VALUE$ Prestige;x
EVTDESCcraftsmen_bonus1;This tech reduces the chance of your POPs promoting into artisans.;x
EVTNAME4419;Bread Queues;x
THEY_BANKRUPTCY_SETUP;another country has a bankruptcy;x
EVTNAME3751;Public Meeting Held!;x
make_puppet_free;Make puppet;x
EVTNAME1212;Machine Politics - No Longer an Issue;x
EVTNAME44404;Annexation of Natal;x
gtfo_DRA_desc;We've had a good run, but it's time to end our rulership of Dravidistan: if you love something, let it go!;x
acquire_core_state_desc;Aquire an enemy §Ystate§W where we have §Ycore provinces§W;x
EVTDESC44650;The Panamanians have convinced the builders of the Panama canal to secure their independence from us. If we allow them to secede we will lose both Panama and the canal, but we may be able to take both back by force.;x
EVTNAME12120;Iron and Blood;x
RWA_anarcho_liberal;Radical-Liberal Party;x
EVTOPTB14210;Violence is never the answer.;x
tewodros_reforms;Kassa Hailu;x
CB_JUSTIFY_NO_LONGER_VALID_LOG;Our war justification process against $TARGET$ is no longer valid.;x
GUNBOAT_THEY_ACCEPT_BTN3;Goto;x
REMOVE_EVTDESC2020;Her eyes shone as her husband danced the first dance with her. Ignoring the murmurs and whispers, the sneers and leers, she smiled at her husband, with his dark skin and white teeth. The society was appalled by the marriage between a dark-skinned man and a white upper-class lady, but the young couple did not care.';x
EVTDESC90049;The British have occupied most of $COUNTRY$ and the war seems lost. Shall we surrender?;x
OTHERDEFECT_MAP;Defection!;x
ADD_CRIME;Gain §Y$NAME$§W.\n;x
desc_beer_hall_putsch; ;x
BACK_CRISIS_OTHER_DECLINE_BTN1;OK;x
cattle_RGO_SIZE;Livestock Ranch Size;x
NOT_DISC_THESE_YET;We can not encourage industries that have not yet been invented.;x
PROVINCEVIEW_SELECT_NATIONAL_FOCUS_TO_COLONIZE;Select national focus to colonize.;x
WETARGET_EXPELADVISORS_1;§Y$RECIPIENT$§W;x
WAR_GAIN_GW_STATUS_1;$WAR$;x
gtfo_SIC_title;Grant Two Sicilies Independence;x
ASKMILITARYACCESS_THEY_ACCEPT_HEADER;The Foreign Minister reports;x
convert_artisans_desc;This decision converts one artisan POP into a labourer POP in a province with no unemployment. Most mining provinces start with 10,000 labourers with the rest of the POPs having been converted to artisans. When you expand a mine, use this decision to quickly fill the new jobs.;x
metis_twilight_desc; The Second Riel Rebellion has ended in the worst possible way, and the Metis are now a marginalized people in Canada.;x
not_AI;Not AI;x
COREINFO;$COUNTRY$ considers this to be one of her core provinces. ;x
SENDEXPEDNEWDESC;Do you wish to send an expeditionary force to $RECIPIENT$ to use as they see fit?;x
fanatic_army_desc;Marked by a high level of discipline and fanaticism, our army is recruiting people from all over our country to fight for our cause. These conscripts firmly believe in our mission and are of an undying loyalty to us.;x
modern_sail_ships;Modern Sail Ships;x
debt_default_to;Debt Default To;x
embrace_croat_minority_title;Embrace the Croat minority;x
TECH_MONTHLY_RESEARCHPOINTS_TOOLTIP;$LITERACY$ literate §Y$POPTYPE$§W gives us §Y$VALUE$ research points§W;x
foreign_training_l;Training Methods;x
NOV_fascist_dictatorship;Alba Nuadh;x
IS_ACCEPTED_CULTURE2;§Y$NAME$§W is an accepted culture.\n;x
gtfo_SXI_title;Grant Shanxi Independence;x
WETARGET_EXPELADVISORS_LOG;$ACTOR$ convinced $RECIPIENT$ to expel all our advisors!;x
PLAYER_KICKED;$NAME$ was kicked by the host.;x
EIC_independent_liberal;Responsible Rule Party;x
sioux_nation_name;Sioux Nation;x
earthquake_devastation;Earthquake Devastation;x
tonghak_reforms_desc;The peasant class of Korea has suffered as of late under the corrupt officials of the current system. In response to this, the government has instituted a number of social, economic and military reforms based on the Japanese bureaucratic system in order to placate the peasantry.\n\n§RCivilization Progress must be 70% in order to enact this decision.;x
gtfo_TAR_title;Grant Tatarstan Independence;x
PARTY_UNAVAIL_HEADER;Political party defunct;x
EVTDESC37707;In 1855, needing cash for the state, the Minister of Public Wealth, Pascual Madoz, ordered the desamortisation of all communal and public lands, and this led to a greater degree of centralization of state power and fostered unhappiness among farmers who now had no public lands to use.;x
apply_for_USA_statehood_desc;Our position on the North American continent, and our traditional cultural ties to the USA, make it likely that the USA would accept a petition of statehood from us. Doing this means our country will be annexed by the United States;x
EVTOPTA13400;Let's have a seat!;x
EVTOPTA10260;Excellent!;x
PW_SLAVE_STATE;Slave State;x
DIPLOMACY_PRESTIGE;Pres.;x
mob4_china_trigger;Staff Command Support;x
EVTDESC20104;Dispute over $CRISISAREA$ has now escalated into an international crisis. With Great Powers taking sides on the matter the stakes are suddenly a lot higher, should we attempt to press our claims strongly or try to calm the situation?;x
GNE_fascist;National Union for the Prosperity;x
cancel_trade_agreements_25_title;§YCancel Trade Agreement;x
make_free;Create Free State;x
REVOLTALLIANCE_1;Foreign Revolution!;x
welfare_state_desc;This government feels that the welfare of the less fortunate is of the utmost importance and dedicates a piece of the budget to pursue this objective.;x
NAVALATTACKTHEM_MAP;Engaging Enemy Fleet!;x
marsh;Marsh;x
RETRIEVEEXPEDNEWDESC;Do you wish a unit to be returned home to §Y$RECIPIENT$§W?\nIf you do so, the unit will revert to the original owner on §Y$DATE$§W;x
NORMAL_CIVIL_WAR_NAME_USA_CSA_USA;$ORDER$War of the Rebellion;x
EVTNAME3301;The Familiar Institution;x
EVTDESC31111;Bedir Khan of Bohtan had allied himself with Han Mahmoud of Müküs and Nurallah Bey of Hakkari in 1840 to a triple alliance. As the Ottomans decided to detach Cizre from Diyarbakir and have it joined to the Mosul Eyalet, Bedr Khan opposed the decision and would not submit to the authority of Mosul. The triple alliance entered in conflict with the local Assyrian population, and perpetrated massacres amongst them in 1843 and 1846. After Nurullah Bey unsuccessfully attempted to subdue the Nestorians, he called for the assistance by Bedir Khan Beg. In 1843, Bedir Khan broke their resistance and also in 1844, Yazidis were again massacred by Bedir Khan Beg. The Great Powers are outraged by his treatment of the Christian populations and are demanding that we intervene immediately.;x
ASKMILITARYACCESS_WE_DECLINE_SETUP;When we decline a nation's military access request;x
CANCEL_WARSUBSIDIES_WE_ACCEPT_1;§Y$RECIPIENT$§W;x
GUNBOAT_OTHER_ACCEPT_1;Gunboat Diplomacy!;x
Give_1800_Small_Arms;Give them 1800.;x
SHO_reactionary;Empire Faction;x
CANCELALLIANCE_WE_ACCEPT_3;broke their Alliance with;x
EVTOPTA36962;Damn.;x
EFFECT_BUILD_IN_CAPITAL_DESC;§Y$BLD$§W construction will take place in: §Y$PROVS$§W\n;x
CRISIS_AI_WANTS_TO_BACK_3;is strongly inclined to support;x
FIU_liberal;Partito Liberale;x
rama_v_desc;King Chulalongkorn, was the fifth monarch of Siam under the House of Chakri, ascending to the throne in 1868. His reign was characterized by the modernization of Siam, governmental and social reforms, and territorial concessions to the British and French. As Siam was threatened by Western expansionism, Chulalongkorn, through his policies and acts, managed to save Siam from colonisation. \n\nAll his reforms were dedicated to ensuring Siam's survival in the face of Western colonialism, so that Chulalongkorn earned the epithet Phra Piya Maharat (the Great Beloved King).;x
EVTOPTG90810;Play as Sichuan Clique;x
military_logistics_invented;Military Logistics Invented.;x
gtfo_RWA_desc;We've had a good run, but it's time to end our rulership of Rwanda: if you love something, let it go!;x
gtfo_CNG_desc;We've had a good run, but it's time to end our rulership of Zaire: if you love something, let it go!;x
KMK_communist;The Communists;x
local_good_health_care;Good Healthcare;x
OCC_socialist;Partit Soucialisto;x
ATWAR;The country is at war;x
EVTOPTA36004;Damn them!;x
WETARGET_REMOVEFROMSPHERE_MAP;Removed from sphere!;x
anglo_egypt_war;$FIRST$-Egyptian War;x
ASR_liberal;Yasari-d-al-Dimaqrati al-Urduni;x
platine_war_desc;This cb will annex the territoties of Entre Rios and Corrientes.;x
BACK_CRISIS_THEY_ACCEPT_BTN2;OK;x
EVTOPTB44650;Let Panama go free.;x
CRS_fascist;Fazzione Fascistu;x
WARSUBSIDIES_THEY_ACCEPT_SETUP;When we start giving war subsidies to a nation;x
lacks_writing_system;Lacks Writing System;x
AIREASON_OUR_SPHERE;Our Sphere;x
nv_tradition;Tradition;x
EVTDESCcraftsmen_bonus4;This tech reduces the chance of your POPs promoting into artisans.;x
POP_WANT_AFFORD;Afforded: §Y$VAL$§W;x
become_negusa_nagast_desc;The 'Zemene Mesafint' or the 'Age of Princes' is a period in Ethiopian history lasting from about 1769 to until now, during which Ethiopia was largely fractioned due to political infighting, and the imperial office reduced to the status of a mere figurehead. The $MONARCHTITLE$ of $COUNTRY$ could claim the title of 'Negusa Nagast', that is, 'King of Kings', to bring an end to the Age of Princes, and to usher in the modern Imperial era in Ethiopia. Is it time for a coronation?;x
treaty_of_bardo_desc;In northwest Tunisia, the Khroumir tribe episodically launches raids into the surrounding countryside. One of their recent raids has killed a few of our nationals, we can use this as a justification to extort the current Sultan of Tunis into letting us establish a protectorate in the region.;x
EVTNAMEclrgovernment;Clear Government Flag;x
WARGOAL_OTHER_ACCEPT_2;We have heard rumours from distant lands;x
OL_AIR_MOVE;It has set flying towards §Y$DEST$§W.;x
meiji_restoration_boost;Meiji reformation.;x
Options;Options;x
ACR_anarcho_liberal;Partido Radical;x
han_system_abolished;Han System Abolished;x
CALLALLY_THEY_DECLINE_6;This is exactly the kind of dishonourable behaviour we shall take a long time to forget.;x
EVTNAME15260;Minority Building Restrictions;x
BE_MILITARY;Military Score;x
EVTOPTA36219;Splendid!;x
gtfo_LUN_desc;We've had a good run, but it's time to end our rulership of Lunda: if you love something, let it go!;x
TENSION_FROM_GP_DISARMED;Disarmed Great Powers: §Y$VAL$§!;x
EVTNAME14630;Colonial Mismanagement;x
ARMYTRADITION_EFFECT;$DIRECTION$ $VALUE$ army tradition.\n;x
gtfo_FJN_desc;We've had a good run, but it's time to end our rulership of Fujian: if you love something, let it go!;x
MDR_anarcho_liberal;Partido Anarchist;x
EVTNAMEgivesteamerconvoys;$FROMCOUNTRY$ Requests Steamer Convoys;x
EVTOPTB36204;Crush the rebellion;x
gtfo_CRE_title;Grant Crete Independence;x
