PRODUCTION_POP_UNEMPLOYED_TOOLTIP;Unemployed: $UNEMPLOYED$;x
PRODUCTION_POP_OWNER_PRESCENCE_TOOLTIP;Presence in state: $PRESCENCE$;x
PRODUCTION_OPEN_FACTORY_TOOLTIP;§YOpen Factory§W;x
PRODUCTION_CLOSE_FACTORY_TOOLTIP;§YShutdown Factory§W;x
PRODUCTION_EXPAND_FACTORY_TOOLTIP;§YExpand Factory§W;x
PRODUCTION_BUILDING_FACTORY_TOOLTIP;Building §Y$TYPE$§W;x
PRODUCTION_EXPANDING_FACTORY_TOOLTIP;Expanding §Y$TYPE$§W;x
PRODUCTION_BUILDING_FACTORY_PROGRESS_TOOLTIP;§G$PERC$%§W done, §Y$DAYS$§W days left;x
PRODUCTION_OPEN_FACTORY_BECAUSE_TOOLTIP;We are allowed to open this factory because:\n;x
PRODUCTION_CLOSE_FACTORY_BECAUSE_TOOLTIP;We are allowed to close this factory because:\n;x
PRODUCTION_EXPAND_FACTORY_BECAUSE_TOOLTIP;We are allowed to expand this factory because:\n;x
PRODUCTION_NOT_OPEN_FACTORY_BECAUSE_TOOLTIP;We are §RNOT§W allowed to open this factory because:\n;x
PRODUCTION_NOT_CLOSE_FACTORY_BECAUSE_TOOLTIP;We are §RNOT§W allowed to close this factory because:\n;x
PRODUCTION_NOT_EXPAND_FACTORY_BECAUSE_TOOLTIP;We are §RNOT§W allowed to expand this factory because:\n;x
PRODUCTION_CURRENT_PRIORITY_TOOLTIP;Current Priority: §Y$VALUE$§W;x
PRODUCTION_CANCEL_SUBSIDIES;Cancel Subsidies;x
PRODUCTION_SUBSIDIES_DESC;By subsidizing a factory, we will pay for input costs and/or minimum wages of workers if the factory is not earning enough money;x
PRODUCTION_MONEY_NEEDED;Money needed: $VALUE$;x
PRODUCTION_TAB_PRODUCTION;Shows production overview of our country. Also shows the production output of each of our producers;x
PRODUCTION_TAB_PROJECTS;Shows what our §Y$POPTYPE$§W are planning to build;x
PRODUCTION_NOTHING_PRODUCED;We are not producing any §Y$GOOD$§W in our country;x
PRODUCTION_OPEN_FACTORY_DESC_TOOLTIP;If we open the factory, it will start to hire people and produce goods again;x
PRODUCTION_CLOSE_FACTORY_DESC_TOOLTIP;If we shut down the factory, it will cease production and make its entire workforce unemployed;x
PRODUCTION_EXPAND_FACTORY_DESC_TOOLTIP;If we expand this factory, we will increase the number of workers it can hire;x
PRODUCTION_PRIO_FACTORY_DESC_TOOLTIP;Factories with higher priority will be able to hire workers and buy goods before factories with lower priority (within the same state);x
PRODUCTION_INPUT_REQUIRED;Our artisans and/or factories need §Y$GOOD$§W to produce output;x
PRODUCTION_PRODUCING_EACH_DAY;Our §Y$TYPE$§W are producing §Y$VALUE$ $GOOD$§W each day;x
PRODUCTION_WANTS_EACH_DAY;Our §Y$TYPE$§W needs §Y$VALUE$ $GOOD$§W each day;x
PRODUCTION_FACTORY_DAYSRED_TOOLTIP;Days of insolvency: §R$DAYS$§W;x
PRODUCTION_MUST_PORT_ONLY;Only produced in coastal states.\n;x
PRODUCTION_DESTROY_FACTORY_BECAUSE_TOOLTIP;We are allowed to destroy this factory because:\n;x
PRODUCTION_NOT_DESTROY_FACTORY_BECAUSE_TOOLTIP;We are allowed to destroy this factory because:\n;x
PRODUCTION_COST_REOPEN;Reopening Cost: §Y$VAL$§W;x
PRODUCTION_REQUIRED_DAILY_INPUTS;Required Daily Inputs:;x
PRODUCTION_DAILY_OUTPUT;Daily Output:;x
PRODUCTION_BONUS;$BON$ Bonus From:;x
PRODUCTION_BONUS_POSSIBLE;Possible Bonus From:;x
PRODUCTION_FACTORY_PURE_INCOME;Last day's pure income: $VALUE$;x
PRODUCTION_FACTORY_MARKET_SPENDINGS;Market spendings: $VALUE$;x
PRODUCTION_FACTORY_POP_PAYCHECKS;Workers and capitalists paychecks: $VALUE$;x
PRODUCTION_FACTORY_TOTAL_BALANCE;Last day's balance: $VALUE$;x
PRODUCTION_FACTORY_TODAY_PROFIT;Last day's profitability: $VALUE$;x
PRODUCTION_FACTORY_PROFITABILITY;Avg. profitability (last $DAYS$ days): $VALUE$;x
PRODUCTION_FACTORY_CURRENT_BUDGET;Current factory budget: $VALUE$;x
PRODUCTION_FACTORY_INVESTMENT;From investments: $VALUE$;x
PRODUCTION_FACTORY_SUBSIDIES;From investments: $VALUE$;x
PRODUCTION_OUR_INVEST;Our Investment: $AMOUNT$¤ ($PERCENTAGE$%);x
PRODUCTION_BROWSE_INVEST;Other;x
PRODUCTION_NOT_DESTROY_FACTORY_BECAUSE_FOREIGN_TOOLTIP;We don't have the right to do that in a foreign country;x
PRODUCTION_CLOSE_FACTORY_BECAUSE_FOREIGN_TOOLTIP;Can not close foreign factory\n;x
PRODUCTION_INVEST;Foreign Investment;x
PRODUCTION_TAB_INVEST;Shows overview of investment in foreign countries;x
PRODUCTION_EXPAND_FACTORY_SHORTCUT_TOOLTIP;§GCtrl + Left Click§! upgrades all factories of this type which are near their employee limit (§Y$NUMSPECIALFACTORIES$§!)\n§GShift + Left Click§! upgrades all factories which are near their employee limit (§Y$NUMFACTORIES$§!);x
PRODUCTION_COST_BUILD;Build Cost: §Y$VAL$§W;x
PRODUCTION_COST_INPUT;Input Cost: §Y$VAL$§W;x
PRODUCTION_NO_PROJECT;No Project;x
PRODUCTION_PROJECT_MONEY;Project has §Y$MONEY$§W¤ out of §Y$NEED$§W¤ needed;x
POP_BUILDING;Current Project: §Y$TYPE$§W\n;x
POP_STATE;State: §Y$VALUE$§W\n;x
PROJECT_STATE_NAME_DESC;Planning to build in §Y$PROV$§W;x
INVEST_PROJECT_NOT_ENOUGH_MONEY;§RWe do not have enough funds to do that§!;x
INVEST_PROJECT_SHORTCUT_MAX;§RCtrl + Left Click§! to invest max amount into this project (§Y$AMOUNT$§!¤);x
INVEST_PROJECT_SHORTCUT_MAX_ALL;§GShift + Left Click§! to invest max amount in all projects (§Y$AMOUNT$§!¤);x
INVEST_PROJECT_CONFIRM;Invest;x
INVEST_PROJECT_MAX;Max;x
INVEST_PROJECT_TITLE;Invest into project: "§Y$PROJ$§!" at §Y$LOC$§!;x
INVEST_PROJECT_TOOLTIP_YOUR_BUDGET;Your current budget;x
INVEST_PROJECT_TOOLTIP_PROJECT_BUDGET;Project budget is §Y$BUD$§! out of §Y$TOT$§! needed.\nYou decide to invest §Y$INV$§! into this project;x
INVEST_PROJECT_TOOLTIP_APPLY;Apply your investment;x
PRODUCTION_OUTPUT_YESTERDAY;Produced §Y$VALUE$§W yesterday;x
PRODUCTION_OUTPUT_GOODS_TOOLTIP2;Max Output: §Y$CURR$§W;x
PRODUCTION_CURRENT_STOCKPILE;Current Stockpile: §Y$VALUE$§W;x
PRODUCTION_FACTORY_EMPLOYEECOUNT_TOOLTIP2;Current Employees: $EMPLOYEES$/$EMPLOYEE_MAX$;x
PRODUCTION_STOCKPILE_LACK_COST;Stockpile lack cost:;x
PRODUCTION_NEED_TECH;We must discover §Y$TECH$§W in order to produce §Y$GOOD$§W;x
PRODUCTION_NEED_FACTORY;To produce §Y$GOOD$§W, we can build a §Y$FACTORY$§W;x
PRODUCTION_NEED_RGO;To produce §Y$GOOD$§W, we need to own a province producing it;x
PRODUCTION_CLOSE_WINDOW;Closes production window;x
PRODUCTION_CLOSED;CLOSED;x
PRODUCTION_FACTORY_INCOME;Income;x
PRODUCTION_BUILD_NEW;Build;x
PRODUCTION_AVAILABLE_WORKERS;Available workers:;x
PRODUCTION_NEEDED_WORKERS;Needed workers:;x
PRODUCTION_FACTORY_LEVEL_TOOLTIP;Level: $LEVEL$/$MAX$\n;x
PRODUCTION_FACTORY_INCOME_TOOLTIP;Last day's income: $INCOME$\n;x
PRODUCTION_FACTORY_MONEY_TOOLTIP;Current money: $MONEY$\n;x
PRODUCTION_FACTORY_EMPLOYEECOUNT_TOOLTIP;Current employees: $EMPLOYEES$/$EMPLOYEE_MAX$\n;x
PRODUCTION_BUILD_NEW_FACTORY_TOOLTIP;Build new factory;x
PRODUCTION_CANNOT_BUILD_MISSING_RGO_OUTPUT_TOOLTIP;This state does not produce any of the inputs for this factory\n;x
PRODUCTION_CANNOT_BUILD_MISSING_GOODS_TOOLTIP;You do not have enough goods to build this factory\n;x
PRODUCTION_CANNOT_BUILD_MISSING_MONEY_TOOLTIP;You need more money to build this factory\n;x
PRODUCTION_CANNOT_BUILD_MISSING_SELECTION;Select a factory from the list\n;x
PRODUCTION_BUILD_FACTORY_TOOLTIP;Build $FACTORY$\n;x
PRODUCTION_CLOSE_TOOLTIP;Close Window\n;x
PRODUCTION_NOT_ALLOWED_TO_BUILD_TOOLTIP;We are not allowed to build factories because:\n;x
PRODUCTION_NOT_ALLOWED_TO_BUILD_MAX_FACTORIES_TOOLTIP;We can only build $NUMBER$ factories in each state\n;x
PRODUCTION_NOT_ALLOWED_TO_CHANGE_PRIO_TOOLTIP;We cannot change hire priority for this factory because:\n;x
PRODUCTION_NOT_ALLOWED_TO_SUBSIDISE_TOOLTIP;We cannot subsidise this factory because:\n;x
PRODUCTION_NOT_ALLOWED_TO_CLOSE_TOOLTIP;We cannot close this factory because:\n;x
PRODUCTION_NOT_ALLOWED_TO_OPEN_TOOLTIP;We cannot open this factory because:\n;x
PRODUCTION_NOT_ALLOWED_TO_UPGRADE_TOOLTIP;We cannot upgrade this factory because:\n;x
PRODUCTION_ALLOWED_TO_CHANGE_PRIO_TOOLTIP;Change hire priority in factory\n;x
PRODUCTION_ALLOWED_TO_SUBSIDISE_TOOLTIP;Subsidise Factory\n;x
PRODUCTION_ALLOWED_TO_CLOSE_TOOLTIP;Shut down factory\n;x
PRODUCTION_ALLOWED_TO_OPEN_TOOLTIP;Reopen factory\n;x
PRODUCTION_ALLOWED_TO_UPGRADE_TOOLTIP;Upgrade factory\n;x
PRODUCTION_OUTPUT_GOODS_TOOLTIP;Produces §Y$CURR$§W each day\n;x
PRODUCTION_OUTPUT_EXPLANATION; (Base x Throughput x Output);x
PRODUCTION_INPUT_EXPLANATION; (Base x Throughput x Input);x
PRODUCTION_INPUT_GOODS_TOOLTIP;Demands §Y$CURR$§W each day;x
PRODUCTION_BASE_OUTPUT_GOODS_TOOLTIP;Base Output: $BASE$\n;x
PRODUCTION_BASE_INPUT_GOODS_TOOLTIP;Base Input: $BASE$\n;x
PRODUCTION_INPUT_EFFICIENCY_TOOLTIP;Input Modifier: ;x
PRODUCTION_OUTPUT_EFFICIENCY_TOOLTIP;Output Efficiency: ;x
PRODUCTION_THROUGHPUT_VALUE_TOOLTIP;Worker Production: ;x
PRODUCTION_THROUGHPUT_EFFICIENCY_TOOLTIP;Throughput: ;x
PRODUCTION_MUST_PRODUCE_GOODS_TOOLTIP;State must produce one of the following: ;x
PRODUCTION_FACTORIES_IN_STATE;Factories in State\n;x
PRODUCTION_FACTOR_FROM;From;x
PRODUCTION_FACTOR_OWNER;Owners;x
PRODUCTION_FACTOR_WORKER;Workers;x
PRODUCTION_FACTORY_COUNT_TOOLTIP;State factories: $CURRENT$/$MAX$\n;x
PRODUCTION_FACTORY_UNIQUE_TOOLTIP;No §Y$NAME$§W in state\n;x
GOODS_PROJECT_COMPLETE;All goods needs fulfilled;x
GOODS_PROJECT_LACK_GOODS;Gathering the following goods before construction can begin:;x
BUILDING_IN_PROGRESS;Estimated to finish §Y$DATE$§W;x
PRODUCTION_RESOURCE_COST;Resource cost:;x
PRODUCTION_IN_STOCKPILE;In stockpile:;x
PRODUCTION_BASE_PRICE;Base Price:;x
PRODUCTION_INPUT_PRICE;Input Price:;x
PRODUCTION_TOTAL;Total:;x
PRODUCTION_CURRENT_FUNDS;Current Funds:;x
PRODUCTION_BASE_OUTPUT;Base :;x
PRODUCTION_GOODS_TAB;Production;x
PRODUCTION_PROJECTS_TAB;Projects;x
PRODUCTION_SORT_BY_PROJECTS;Projects;x
PRODUCTION_SORT_BY_COMPLETION;Completion;x
PROD_INVESTORS;Investors;x
PRODUCTION_SORT_BY_PROJECTEERS_TOOLTIP;Sort by number of investors;x
PRODUCTION_SORT_BY_COMPLETION_TOOLTIP;Sort by fraction of needed goods collected;x
PRODUCTION_SORT_BY_PROJECTS_TOOLTIP;Sort by projects;x
PRODUCTION_GOODS_COMPLETION;$NUM$ of §Y$GOOD$§W acquired;x
PRODUCTION_PROJECT_NAME;Project Name;x
PRODUCTION_NUM_INVESTORS;Number of investors;x
PROD_YOUR_CURRENT_BUDGET;Your current budget:;x
PROD_YOUR_INVESTMENT;Your investment:;x
BUDGET;Budget;x
BUDGET_TAX_RICH;Taxes (Upper Class);x
BUDGET_TAX_MIDDLE;Taxes (Middle Class);x
BUDGET_TAX_POOR;Taxes (Lower Class);x
BUDGET_ADMIN_EFFICIENCY_DESC2;Our §Ycountry administrative efficiency§W determines the effectiveness of social reforms and tariffs. Our total spending also increases the ability to fight organized crime;x
BUDGET_GOLD_INCOME_DESC;Income from precious goods;x
BUDGET_GOLD;Precious Goods: §Y$VAL$§W;x
BUDGET_CONSUMED_OVERSEAS;Overseas Maintenance expenses are calculated with the National Stockpile and can't be lowered\nEstimated cost of last day's overseas goods consumption:;x
MODIFIER_OVERSEAS_PRODUCTION_PENALTY;Overseas Factory/RGO Penalty: $VALUE$;x
DIST_ADMINISTRATION;Administration;x
DIST_EDUCATION;Education;x
DIST_SOCIAL;Social Spending;x
BUDGET_CONSUMED_MILITARY;Estimated cost of last day's military goods consumption:;x
BUDGET_DIPL_DESC;Costs or profits incurred through diplomacy or peace deals as a result of paid or received reparations;x
BUDGET_OVERSEAS;Overseas Maintenance;x
ADM_DESC;Spending on administration allows your bureaucrats to run and maintain a healthy bureaucracy, increasing our tariff efficiency and the rate of pop promotion;x
NAT_STOCK_DESC;Costs of trade to fill our national stockpile. Includes spending with construction, naval supplies, land units supplies and overseas maintenance;x
IND_SUP_DESC;Costs of government subsidising of factories. National cash reserves will be used to help factories buy goods needed and pay worker salaries;x
DIST_DEFENCE;Military Spending;x
DEFENCE_DESC;The military spending goes towards paying your soldiers and officers;x
SOCIAL_DESC2;The social spending budget goes towards funding your enacted social reforms. The amount of money to distribute depends on your §Ycountry administrative efficiency§W;x
TARIFFS_DESC;Tariffs impose an extra cost on imported goods, with the proceeds going to the national treasury. Negative tariffs can be used to help subsidise imports for anyone in your nation;x
precious_metal_desc;Gold, silver, diamonds, pearls and other precious goods are not sold as normal goods but are instead directly converted to money;x
GOLD;Precious Goods;x
EDU_DESC;The education budget is used to pay the intellectuals and influence literacy, increasing education efficiency by a percentage equal to the slider's setting;x
MIL_COST_DESC;Supply costs for your, army and navy, not including construction costs, salaries or maintenance of overseas provinces;x
STOCKPILE_COST_ESTIMATED;The National Stockpile consists of the expenses of the army, navy, construction and the maintenance of overseas provinces.\nWe §Yestimate§W tomorrow's stockpile purchases will cost:;x
BUDGET_CANT_LOAN_DESC;Banks will only loan you money if you have been meeting your interest payments and are not hostile. Foreign banks will currently never loan you more than $MAXLOAN$¤ of their total available funds for security reasons;x
BUDGET_VIEW_CRIME_FIGHT;Crime Fighting Effect:;x
BUDGET_TAX_EFFICIENCY;Tax Efficiency: §Y$VALUE$%§W;x
BUDGET_TAX_EFFECT;Effective Tax: §Y$VALUE$%§W;x
BUDGET_NO_LOANS_TO_REPAY;We have no loans to pay back;x
BUDGET_INTERNALLY_SOLD_STOCKPILE;Stockpile sold to construction projects: §Y$VAL$§!;x
BUDGET_CONSUMED_MILITARY;Estimated cost of last day's Military goods consumption:;x
BUDGET_CONSUMED_OVERSEAS;Estimated cost of last day's Overseas goods consumption:;x
BUDGET_OVERSEAS_PROVINCES;Number of overseas provinces: §Y$VALUE$§W;x
BUDGET_ADMIN_EFFICIENCY2;Country Administrative Efficiency: §Y$PERC$%§W;x
BUDGET_ADMIN_EFFICIENCY_DESC2;Our §YCountry administrative efficiency§W determines the effectiveness of social reforms and tariffs. Our total spending also increases the ability to fight organized crime;x
BUDGET_TARIFFS_MODIFIED;Effective Tariffs: §Y$PERC$%§W;x
BASE_TARIFF_EFFICIENCY;Base Efficiency: §Y$PERC$%§W;x
PV_CRIMEFIGHT_MAX; (Max: §Y$PERC$%§W);x
BUDGET_BANK_BIGGEST_INVESTORS;Biggest investors:\n;x
BUDGET_TOTAL_FUNDS;Total Funds;x
BUDGET_TOTAL_DEBT;Total Debt;x
BUDGET_TAKE_LOAN;Take Loan;x
BUDGET_REPAY_LOAN;Repay Loan;x
BUDGET_DAILY_INCOME;Daily Income;x
BUDGET_DAILY_EXPENSES;Daily Expenses;x
BUDGET_MILITARY_COST;Military Costs;x
BUDGET_NATIONAL_STOCKPILE;National Stockpile;x
BUDGET_INDUSTRIAL_SUBSIDIES;Industrial Subsidies;x
BUDGET_TARIFFS;Tariffs;x
BUDGET_DAILY_BALANCE;Projected Daily Balance;x
BUDGET_CLOSE_WINDOW;Closes budget window;x
BUDGET_TOTAL_EXPENSE;Total Expense: §Y$VAL$§W;x
BUDGET_SLIDER_ADMINISTRATION;Administration: §Y$VAL$§W;x
BUDGET_EXPENSE_SLIDER_EDUCATION;Education: §Y$VAL$§W;x
BUDGET_SLIDER_SOCIAL_SPENDING;Social Spending: §Y$VAL$§W;x
BUDGET_SLIDER_MILITARY_SPENDING;Military Spending: §Y$VAL$§W;x
BUDGET_INTEREST;Interest: §Y$VAL$§W;x
BUDGET_BASE_TAX;Base Tax Efficiency: §Y$VAL$§W%;x
BUDGET_TECH_TAX;From Technology: §Y$VAL$§W%;x
BUDGET_STRATA_NEED;§Y$VAL$§W% are getting their $TYPE$;x
BUDGET_STRATA_NO_NEED;§Y$VAL$§W% are getting none of their needs.;x
BUDGET_TOTAL_INCOME;Total Income: §Y$VAL$§W;x
TAXES_POOR;Lower Class Taxes: §Y$VAL$§W;x
TAXES_MIDDLE;Middle Class Taxes: §Y$VAL$§W;x
TAXES_RICH;Upper Class Taxes: §Y$VAL$§W;x
TARIFFS_INCOME;Tariffs: §Y$VAL$§W;x
BUDGET_ADMIN_EFFICIENCY;Administrative Efficiency: §Y$PERC$%§W;x
BUDGET_ADMIN_EFFICIENCY_DESC;§Y$PERC$%§W of our population are §Ybureaucrats§W.\nFor maximum administrative efficiency, we need at least §Y$MAX$%§W bureaucrats.§W\n;x
ADM_EXPLAIN_DESC;This needed percentage is based on the following:\n;x
BUDGET_COUNTRY;Country;x
BUDGET_AMOUNT;Amount;x
BUDGET_LOANS_TAKEN;Loans Taken;x
BUDGET_LOANS_GIVEN;Loans Given;x
DIPLOMATIC_BALANCE_DESC;Diplomatic Balance;x
BUDGET_LOAN_CANT_REPAY;We have no money to pay back loans with;x
BUDGET_CANT_LOAN;No money available to you for loaning;x
TOPBAR_HISTORICAL_INCOME;The last §Y$DAYS$§W days, our highest income was $MAX$¤ and our lowest was $MIN$¤.;x
TOPBAR_FUNDS;Yesterday we earned $YESTERDAY$¤. Our current cash reserve is §Y$CASH$§W¤;x
TOPBAR_AVG_LITERACY;The average §Yliteracy§W of our population is §Y$AVG$§W%;x
TOPBAR_AVG_MIL;The average §Ymilitancy§W of our population is §Y$AVG$§W;x
TOPBAR_AVG_CON;The average §Yconsciousness§W of our population is §Y$AVG$§W;x
REMOVE_TOPBAR_POPULATION;Our current population is $CURR$. Our population has changed by $CHANGE$ since yesterday.;x
TOPBAR_TOP_IMPORTS;Our top §Y$N$§W imported good(s) are:;x
TOPBAR_TOP_EXPORTS;Our top §Y$N$§W exported good(s) are:;x
TOPBAR_ARMY_TOOLTIP;We have fielded §Y$CURR$§W out of §Y$MAX$§W possible brigades that our §YSoldiers§W can support;x
TOPBAR_SHIP_TOOLTIP;Our navy has a total of §Y$CURR$§W ships.;x
TOPBAR_MOBILIZE_TOOLTIP;We can currently field §Y$CURR$§W brigades if we mobilise our §YPoor§W citizens;x
TOPBAR_LEADERSHIP_TOOLTIP;We have a total of §Y$CURR$ leadership points§W;x
TOPBAR_MOBILIZED;We have mobilised all our available troops!;x
TOPBAR_DIPLOPOINTS;We have a total of §Y$CURR$§W diplomatic points;x
TOPBAR_GOVERNMENT;Our current government is §Y$CURR$§W;x
TOPBAR_RULING_PARTY;Our current ruling party is §Y$CURR$§W;x
TOPBAR_UNEMPLOYED;§Y$NUM$§W unemployed §Y$TYPE$§W in $STATE$ ($PERC$§W% of total);x
TOPBAR_XINY;§Y$X$§W in $Y$;x
TOPBAR_AT_PEACE;At Peace;x
TOPBAR_FACTION;§Y$NAME$§W, total §Y$STRENGTH$§W rebels, average organization: §Y$ORG$§W%;x
TOPBAR_PROJECTED_INCOME;Projected daily income: $VAL$¤;x
POLITICS_ALREADY_RULING_PARTY;$PARTY$ is already the ruling party.;x
POLITICS_CANNOT_SET_RULING_PARTY_RULE;Our government form does not allow us to appoint ruling parties;x
BANK_OF;Bank of $COUNTRY$;x
TRADE_STOCKPILE_BUY;We spent §Y$MONEY$§W¤ yesterday to buy §Y$UNITS$§W units;x
TRADE_STOCKPILE_SOLD;We gained §Y$MONEY$§W¤ yesterday by selling §Y$UNITS$§W units;x
REGIMENT_NAME;$NUM$$ORDER$ $TYPE$ Brigade;x
SUBUNIT_NAME;$NUM$$ORDER$ $TYPE$;x
ST;st;x
ND;nd;x
TH;th;x
RD;rd;x
MAX_STRENGTH;Max Strength;x
DEFAULT_ORG;Organisation;x
BUILD_TIME;Build Time;x
MAXIMUM_SPEED;Max Speed;x
TRANSPORT_WEIGHT;Weight;x
SUPPLY_CONSUMPTION;Supply Consumption;x
COMBAT_WIDTH;Combat Width;x
TRANSPORT_CAPABILITY;Transport Capability;x
HULL;Hull;x
FORT_ADJUSTER;Fort;x
RIVER_ADJUSTER;River;x
UA_ATTACK;Attack;x
UA_DEFENCE;Defence;x
UA_MOVEMENT;Movement;x
UA_ATTRITION;Attrition;x
RECONAISSANCE;Reconnaissance;x
ATTACK;Attack;x
DEFENCE;Defence;x
DISCIPLINE;Discipline;x
SUPPORT;Support;x
MANUEVER;Maneuver;x
GUN_RANGE;Range;x
GUN_POWER;Attack;x
LEDGER_HEADER_RANK;Nation Ranking;x
LEDGER_COUNTRY_NAME;Country;x
LEDGER_COUNTRY_STATUS;Status;x
LEDGER_COUNTRY_MILSCORE;Military Score;x
LEDGER_COUNTRY_INDSCORE;Industrial Score;x
LEDGER_COUNTRY_PRESTIGE;Prestige;x
LEDGER_COUNTRY_TOTALSCORE;Total Score;x
LEDGER_HEADER_COUNTRYCOMPARE;National Comparison;x
LEDGER_COUNTRY_TOTAL_POP;Total Population;x
LEDGER_COUNTRY_PROVCOUNT;Provinces;x
LEDGER_COUNTRY_FACTORYCOUNT;Factories;x
LEDGER_COUNTRY_LITERACY;Literacy;x
LEDGER_COUNTRY_LEADERSHIP;Leadership;x
LEDGER_COUNTRY_DIVISIONS;Brigades;x
LEDGER_COUNTRY_SHIPS;Ships;x
LEDGER_HEADER_COUNTRYPARTY;Political Systems;x
LEDGER_COUNTRY_GOVERNMENT;Government;x
LEDGER_COUNTRY_NATIONALVALUE;National Value;x
LEDGER_COUNTRY_RULINGPARTY;Ruling Party;x
LEDGER_COUNTRY_RULINGIDEOLOGY;Party Ideology;x
LEDGER_HEADER_COUNTRYPOLITICALREFORMS;Political Reforms;x
LEDGER_HEADER_COUNTRYSOCIALREFORMS;Social Reforms;x
